,count,mean,std,min,25%,50%,75%,max,skewness,range
real_gdp_per_capita,150.0,59983.28971555167,11135.859003546235,36987.57614042955,52076.549225820505,58646.0948213758,66618.49362419729,91316.50671418336,0.4942156008254706,54328.93057375381
real_personal_income_per_capita_2017,150.0,52981.563140543934,7799.671262608946,36706.37889248547,47751.36750724996,52172.47330856879,57886.71026537768,73710.03998681107,0.5374555940426176,37003.6610943256
real_output_per_job,150.0,96264.8447469023,14529.404665325537,69295.36548643502,86656.55023919138,94009.96612508214,101353.67965991094,140945.58142056662,0.9276701470834664,71650.2159341316
real_average_wages_salaries_2017,150.0,53647.72288830223,8035.677575903749,40017.702738843465,47992.66434064369,51984.23225720183,57886.83217266502,76999.93126338499,0.9294811577695149,36982.228524541526
manufacturing_share,150.0,8.820195842622674,3.4984707798703862,2.0320243944107297,6.101969874780536,9.07381226301904,11.146729344403331,17.61433503266276,0.25716818831042787,15.582310638252029
professional_business_share,150.0,13.276617340180662,2.595491642717837,6.816113191118366,11.850289589004966,13.56397025486281,14.808806332063385,20.430569780543443,-0.11187501184017905,13.614456589425078
healthcare_share,150.0,15.28763157317339,1.9702753695337698,9.899541069702572,14.001228363128316,14.998033629922169,16.728157817086807,20.948546559591293,0.20998543382196128,11.04900548988872
natural_resources_agriculture_share,150.0,1.5472490541373758,1.4513348192017144,0.2486522798754704,0.5519969562699308,1.0703669520159331,1.9542866220373365,8.53484416348309,2.0521362879031204,8.28619188360762
