Feature,Pre_Scaling_Mean,Pre_Scaling_Standard_Deviation
real_gdp_per_capita,59983.28971555167,11098.677400568173
real_personal_income_per_capita_2017,52981.563140543934,7773.628881850229
real_output_per_job,96264.8447469023,14480.89232733691
real_average_wages_salaries_2017,53647.72288830223,8008.847191899082
manufacturing_share,8.820195842622674,3.486789709597669
professional_business_share,13.276617340180662,2.5868255362448935
healthcare_share,15.28763157317339,1.9636968023550605
log1p_natural_resources_agriculture_share,0.8154446708316104,0.4615048976489262
