Cluster_ID,Cluster,PC1,PC2,PC3,PC4
0,Cluster_0,2.225255500573947,-0.8424826417268865,-0.49889811322903804,-0.21140998646194828
1,Cluster_1,-1.7418241489608377,1.0177270855480103,0.1574413872859887,-0.7103004879740789
2,Cluster_2,-0.1548580896946339,-0.4281592308659646,0.7275358678198143,-0.045040843774539
3,Cluster_3,0.4525174252064156,3.1595278614845728,-0.6070155214055153,0.7811031009288221
4,Cluster_4,4.24626303228502,0.43381528239097283,0.9987119816420885,0.09062234601935762
5,Cluster_5,0.10185474424468503,-0.5426004755846962,-1.4630532382761026,-0.1479379048407049
6,Cluster_6,-1.9753906789903002,-0.8161780672466858,0.4841506314370979,0.6867444549594013
