Feature,PC1,PC2,PC3,PC4
real_gdp_per_capita,0.45492858011395954,0.18724462507943768,0.05444042004357607,0.3068545385414364
real_personal_income_per_capita_2017,0.4395985529432044,0.160008456987978,0.08173775855987413,0.1675362205255053
real_output_per_job,0.4638762861892338,0.0940781096963989,0.07730846510948025,0.1447281418295422
real_average_wages_salaries_2017,0.4846524571432182,-0.06599817647807248,0.015505073211809117,-0.004302568742039693
manufacturing_share,-0.21578523837386876,-0.3612773563824405,0.47996795703223577,0.6685114353602037
professional_business_share,0.27900819012147715,-0.5394817493414961,-0.25691482309828945,-0.3377567588201936
healthcare_share,0.04409446894789741,0.20849131285671235,0.7949372925941164,-0.5333577835243033
log1p_natural_resources_agriculture_share,-0.15287486613350112,0.6790432831600262,-0.23630151958041226,0.10653387851429923
