state_fips,state,year,real_gdp_per_capita,real_personal_income_per_capita_2017,real_output_per_job,real_average_wages_salaries_2017,manufacturing_share,professional_business_share,healthcare_share,natural_resources_agriculture_share,manufacturing_share_imputed,natural_resources_share_imputed,period
48,Texas,2024,70946.49380313499,54512.786358463316,108595.40381439604,58575.34156441571,7.005536020729654,15.363440564554715,13.581655875234029,1.988151285371134,False,False,Post_Shock_2023_2024
49,Utah,2015,51802.74685555395,41244.42854310028,83299.5700812569,46803.185931810796,9.16558443253759,14.407973796631486,11.498510731460975,1.17940520263078,False,False,Baseline_2015_2019
49,Utah,2016,53039.656662893074,42174.729903711144,84075.1092398808,47148.478169386726,9.003526587648448,14.482481542655295,11.585322828930979,1.0148479564079782,False,False,Baseline_2015_2019
49,Utah,2017,55032.67100105252,43030.0,86241.59072444942,47459.0,8.97288387711906,14.401910263472082,11.670166393119473,0.9937871700307845,False,False,Baseline_2015_2019
49,Utah,2018,57237.32907551087,44379.05179863564,87985.0493154206,48220.231853353354,8.938087633827147,14.648699723299332,11.575908712452478,1.0253683987682052,False,False,Baseline_2015_2019
49,Utah,2019,59622.3107254252,46177.94372929355,91661.56274964812,49475.20404291688,8.948909967067538,14.67684363919489,11.634667992382395,0.9969171848531717,False,False,Baseline_2015_2019
49,Utah,2020,59477.76624025189,49025.70478070871,91450.46717070037,52779.063641035355,9.00953048045823,14.922203075458997,11.798430437992732,0.9734500924073153,False,False,Shock_2020_2022
49,Utah,2021,63262.71589886325,52760.91080193379,93919.42619624312,53184.2645311289,9.145394343039422,14.758597958766167,11.581514230799344,0.9400485430762975,False,False,Shock_2020_2022
49,Utah,2022,64187.80834478516,50851.584835386384,93122.53086076726,52063.55333071364,9.131787386835251,14.915975419729259,11.534765022470951,0.97393297049556,False,False,Shock_2020_2022
49,Utah,2023,65614.70159242899,51832.04153566436,93735.88197141729,52176.34961372095,8.994252431686265,14.732180349916785,11.849879524627958,1.0004719653750114,False,False,Post_Shock_2023_2024
49,Utah,2024,66886.02256990685,52624.11624252045,96283.93455503622,52757.73750434347,8.875720312506381,14.454616155186688,12.124062069540896,1.0102607156421801,False,False,Post_Shock_2023_2024
50,Vermont,2015,50388.89028670634,49761.99614373652,74077.35343073793,44783.41789829421,10.062268366236998,9.237342782145392,17.29738355620111,1.2476470243406783,False,False,Baseline_2015_2019
50,Vermont,2016,50774.43796875221,49867.18820701063,74489.09728417602,45146.723220572734,9.733999039098311,9.318473984236018,17.553336536338964,1.2585864357039904,False,False,Baseline_2015_2019
50,Vermont,2017,50993.37022971833,50009.0,74769.70869153239,45439.0,9.549447069240763,9.515191861479696,17.76811163319782,1.2609794404120966,False,False,Baseline_2015_2019
50,Vermont,2018,51238.99606667916,50458.56117113422,75007.36871688362,45732.006196561626,9.611257548318909,9.654114599109347,17.83368886425593,1.2663775158377748,False,False,Baseline_2015_2019
50,Vermont,2019,51942.90851246481,52040.911690272515,76917.07848267142,46537.4879623871,9.687680088599567,9.783298080235406,17.776575845671918,1.3296373921078133,False,False,Baseline_2015_2019
50,Vermont,2020,50405.07648161253,55080.51759778371,79194.1470709697,50255.988192155666,9.938414001820068,10.404012613489662,18.370687040133188,1.4444138748386277,False,False,Shock_2020_2022
50,Vermont,2021,51888.64065459692,55280.227331438895,79746.35452902725,50123.996014318924,9.827780692100129,10.701391674638195,17.930625413576628,1.4156749399135304,False,False,Shock_2020_2022
50,Vermont,2022,53914.67757028106,53461.46308793631,80960.0879257454,49390.019511028346,9.664056613480886,11.003714263901935,17.3143116994334,1.3874551483548034,False,False,Shock_2020_2022
