state_fips,state,year,real_gdp_per_capita,real_personal_income_per_capita_2017,total_employment_jobs,real_average_wages_salaries_2017,real_gdp_per_capita_growth,real_income_per_capita_growth,total_employment_growth,real_average_wage_growth,period
10,Delaware,2016,75477.83865221067,49212.53263446483,578605.0,54303.73080785144,-6.43747661739763,0.7360604994759656,1.7180819644464496,-1.5476107578416776,Baseline_2015_2019
10,Delaware,2017,72332.89378995927,49997.0,584693.0,55301.0,-4.1667129297949135,1.5940398177877846,1.0521858608204315,1.836465335461579,Baseline_2015_2019
10,Delaware,2018,72961.18424304332,51414.21943633591,597021.0,55006.47930961702,0.8686095912441738,2.8346089492087723,2.1084569167067135,-0.5325775128532606,Baseline_2015_2019
10,Delaware,2019,76046.8339209652,51561.5193794811,602769.0,55600.87899020954,4.229166110631066,0.28649650769780877,0.962780203711433,1.0805993912949896,Baseline_2015_2019
10,Delaware,2020,73323.45320549658,52583.01385953457,592176.0,58532.69853290626,-3.5811888214820398,1.981117880827954,-1.7573896467801053,5.272973370102596,Shock_2020_2022
10,Delaware,2021,74821.66485927193,54157.61626748348,619925.0,58202.09174447355,2.04329118212212,2.994507717178707,4.685937964388964,-0.5648241012616961,Shock_2020_2022
10,Delaware,2022,79499.6270627936,53677.55698689584,642859.0,56633.35299243137,6.252149310390509,-0.8864113926592254,3.699479775779335,-2.6953305371385405,Shock_2020_2022
10,Delaware,2023,79287.76051476113,52014.65353033456,669568.0,55364.41716824964,-0.26650005271738886,-3.097949217337226,4.1547213308050335,-2.2406157451975606,Post_Shock_2023_2024
10,Delaware,2024,81276.66949490679,53274.25010121489,674338.0,56091.23635192818,2.5084691095233813,2.421618688944549,0.7123996367807361,1.3127911768126665,Post_Shock_2023_2024
12,Florida,2015,46966.79243225761,46493.96389288532,11367164.0,49348.321175274345,,,,,Baseline_2015_2019
12,Florida,2016,47677.745503646656,46704.21112717546,11682273.0,49614.926231318255,1.5137356301571758,0.45220328981741,2.772098651871313,0.5402515216211379,Baseline_2015_2019
12,Florida,2017,48631.90570785834,48447.0,12098388.0,50050.0,2.0012695527700908,3.731545466165631,3.561935250100734,0.8769009685781093,Baseline_2015_2019
12,Florida,2018,49710.13215020968,49798.67865093367,12556216.0,50440.01417722326,2.217117397842605,2.7900151731452327,3.784206623229469,0.7792491053411732,Baseline_2015_2019
12,Florida,2019,50807.738562434315,51454.13550186383,12760885.0,51221.1508388192,2.2080134667676665,3.324298748033394,1.630021337638654,1.548644809756361,Baseline_2015_2019
12,Florida,2020,49671.87516282582,53604.93518436234,12719408.0,54495.209554462526,-2.2356110146738994,4.180032686431212,-0.32503231554864565,6.392005376735899,Shock_2020_2022
12,Florida,2021,53701.12734077286,56631.702697715606,13456896.0,56151.35904343654,8.11173760752748,5.646434424262181,5.7981314853647214,3.0390735305253935,Shock_2020_2022
12,Florida,2022,55587.0532460777,54716.98539235619,14219768.0,55072.11645111138,3.5118925778545806,-3.3809990061214434,5.669004204238481,-1.9220239914234272,Shock_2020_2022
12,Florida,2023,57105.762910323094,56298.393052884465,14959611.0,54992.75751389883,2.7321283924194306,2.8901586028333925,5.202918922446553,-0.1441000316067309,Post_Shock_2023_2024
12,Florida,2024,58122.7764071941,57308.67451520455,14957046.0,55867.752838001965,1.7809297083870357,1.7945120766965195,-0.01714616777134248,1.5911101091484303,Post_Shock_2023_2024
13,Georgia,2015,52993.834719138074,42946.70103832214,5832928.0,52248.18270419421,,,,,Baseline_2015_2019
13,Georgia,2016,54437.26283202547,43652.556133779435,5973764.0,52708.454670072126,2.7237661145629977,1.643560688927992,2.4144992017731015,0.8809339235467117,Baseline_2015_2019
13,Georgia,2017,55954.69070714769,44836.0,6128089.0,53121.0,2.787480112298213,2.7110528478417883,2.583379591158952,0.7826928953053036,Baseline_2015_2019
13,Georgia,2018,57053.42936440415,45512.37074235286,6287460.0,53289.418136491615,1.963622072378124,1.5085438985477317,2.600663926388802,0.3170462462898094,Baseline_2015_2019
13,Georgia,2019,58323.6768449953,46528.85890079286,6398769.0,53847.26191733455,2.2264174033746365,2.2334326730514054,1.770333330152396,1.0468190502927133,Baseline_2015_2019
13,Georgia,2020,56202.85681142352,48772.8289755845,6326540.0,56552.3116096302,-3.6362934374117195,4.822748994502857,-1.128795241709768,5.0235603371038495,Shock_2020_2022
13,Georgia,2021,59644.78212714529,50890.19389600324,6638744.0,57326.43702254861,6.124110963381102,4.341279693820277,4.934830096703724,1.3688660832505972,Shock_2020_2022
13,Georgia,2022,61309.02932042402,48080.892518494475,6939403.0,56128.29632160736,2.7902645192517284,-5.520319657751194,4.528853650630293,-2.0900316907362937,Shock_2020_2022
13,Georgia,2023,61412.466334630946,48275.532159290065,7094400.0,55630.692808055086,0.16871416062766986,0.4048170293858844,2.2335783063759163,-0.8865466193755056,Post_Shock_2023_2024
13,Georgia,2024,62249.01394190468,49131.209573813554,7180379.0,56474.90909786444,1.3621788167820226,1.7724867572668002,1.2119277176364518,1.5175368977017545,Post_Shock_2023_2024
15,Hawaii,2015,57974.68564459796,48761.936907479205,901126.0,50035.02162292156,,,,,Baseline_2015_2019
15,Hawaii,2016,58806.602892884206,49595.5214639573,914921.0,50808.83007578946,1.4349663806478397,1.7094984517529221,1.5308624986960728,1.546533663359928,Baseline_2015_2019
15,Hawaii,2017,59963.47454087717,50506.0,921135.0,51070.0,1.9672478787801984,1.835807970492609,0.6791843230180561,0.5140246760670486,Baseline_2015_2019
15,Hawaii,2018,60848.30800738374,50324.827583460436,924352.0,50982.75778851247,1.4756207395943743,-0.3587146409130937,0.3492430534069335,-0.17082868902982273,Baseline_2015_2019
15,Hawaii,2019,60987.42366722652,51716.84248817752,913949.0,51822.30879655163,0.22862699785488605,2.7660599579969247,-1.1254370629370625,1.6467351796107144,Baseline_2015_2019
15,Hawaii,2020,54920.51022306754,54013.135454057214,817466.0,55600.47571393797,-9.94781067857966,4.440125992619581,-10.556715965551689,7.290618664287973,Shock_2020_2022
15,Hawaii,2021,58422.47162744858,55424.05904712698,860689.0,54848.73218437465,6.376418190867716,2.612186056611887,5.287437031020259,-1.3520451397412758,Shock_2020_2022
15,Hawaii,2022,60850.236331314525,53015.036544736984,895965.0,52483.17752985598,4.155532342670187,-4.346528464004429,4.098576837858969,-4.312870252983836,Shock_2020_2022
15,Hawaii,2023,62470.60873201157,54358.04005224777,918356.0,52786.93333158299,2.6628859613206934,2.5332501777632244,2.4990931565407104,0.5787679329328332,Post_Shock_2023_2024
15,Hawaii,2024,64028.62256019714,55927.92147636672,928210.0,53786.855643647046,2.4939949518807847,2.8880390510953147,1.0730043686761892,1.8942610395322745,Post_Shock_2023_2024
16,Idaho,2015,40752.75720817718,40139.91637730627,949392.0,40978.64237586333,,,,,Baseline_2015_2019
16,Idaho,2016,41507.74294632056,40497.74948230677,976719.0,41373.00662064023,1.8526003879607345,0.8914645004163724,2.8783684716113145,0.9623653247458064,Baseline_2015_2019
16,Idaho,2017,42040.2354503576,41197.0,1007831.0,42125.0,1.2828751125438798,1.7266404346709008,3.1853583272159147,1.8175942257592892,Baseline_2015_2019
16,Idaho,2018,43888.47598350765,42222.71971709272,1041387.0,42656.133680064675,4.396361041632391,2.4897922593701383,3.3295264781496137,1.2608514660289005,Baseline_2015_2019
16,Idaho,2019,44871.31562095978,43989.038438219955,1063420.0,42895.06518499395,2.2394025206559087,4.18333715346193,2.1157360328100783,0.5601339932056248,Baseline_2015_2019
16,Idaho,2020,44725.21910661602,47095.5141783,1077556.0,46001.61322354923,-0.32558999512711795,7.061931450133674,1.32929604483647,7.242203794673441,Shock_2020_2022
16,Idaho,2021,46699.19757671844,50298.58419751263,1136875.0,46878.28409048972,4.413569144059082,6.801221040046523,5.504957514969067,1.9057393980515869,Shock_2020_2022
16,Idaho,2022,47758.538429430286,47803.65577215493,1179749.0,46123.483829082026,2.268434807624975,-4.960235889663622,3.771214953271018,-1.6101277511580636,Shock_2020_2022
16,Idaho,2023,48356.582121160296,47640.01023951271,1217054.0,46027.87615440661,1.2522236052380453,-0.3423284893151246,3.162113296980973,-0.20728632518243195,Post_Shock_2023_2024
16,Idaho,2024,49761.95378814837,48717.84321413884,1230617.0,47403.510100768595,2.906267575873822,2.262453280776522,1.1144123432485387,2.988697418380215,Post_Shock_2023_2024
17,Illinois,2015,63674.91288741668,52420.89200352717,7748859.0,58992.11887754886,,,,,Baseline_2015_2019
17,Illinois,2016,63839.68820700565,52440.87314120005,7804672.0,58836.275941951695,0.258775885379392,0.03811674488776173,0.7202737848243101,-0.2641758569829511,Baseline_2015_2019
17,Illinois,2017,64445.84316794675,53056.0,7823072.0,59216.0,0.9494954909171627,1.172991260354661,0.23575622396432294,0.6453910482419722,Baseline_2015_2019
17,Illinois,2018,66073.63767873372,54739.988291843714,7880803.0,59783.79447805119,2.5258332124616922,3.173982757546212,0.7379581831791882,0.9588531445068771,Baseline_2015_2019
17,Illinois,2019,66774.7621686237,55358.30648094908,7859167.0,60256.73711261573,1.0611259112129012,1.129554843542957,-0.2745405512610821,0.7910883521088152,Baseline_2015_2019
17,Illinois,2020,63358.42526518231,58338.54295219292,7520041.0,63940.64178106804,-5.116209766220125,5.383539816683958,-4.315037458804472,6.11368096743663,Shock_2020_2022
17,Illinois,2021,67471.51972620774,60474.45193194818,7749971.0,64513.49979702549,6.4917877043350725,3.66123127467477,3.0575631170095985,0.8959215922775821,Shock_2020_2022
17,Illinois,2022,69225.75594724549,57047.114178811236,7992113.0,62083.44214177103,2.599965478999522,-5.667414327282739,3.124424594621056,-3.766742872267026,Shock_2020_2022
17,Illinois,2023,70049.71508436889,57769.746965887985,8170725.0,61146.05772197098,1.1902493888998666,1.2667297855097237,2.234853285983318,-1.5098782984027892,Post_Shock_2023_2024
17,Illinois,2024,70780.41126083826,58265.121441937714,8216215.0,61504.85098297995,1.0431108471880446,0.8574980886487893,0.5567437406105435,0.586780692616995,Post_Shock_2023_2024
18,Indiana,2015,51472.176861255786,43586.86305201736,3796439.0,46221.97260112144,,,,,Baseline_2015_2019
18,Indiana,2016,52328.26313890104,44062.09885545005,3847508.0,46335.52054731737,1.663202005139297,1.0903188946300935,1.3451816294164143,0.24565794103121874,Baseline_2015_2019
18,Indiana,2017,53473.5481254126,44568.0,3903424.0,46943.0,2.1886546921526806,1.1481548943222286,1.45330432061479,1.3110448431506772,Baseline_2015_2019
18,Indiana,2018,54826.80539283612,45445.01586972884,3963724.0,47211.86107914156,2.5307040861580754,1.967815180687582,1.544797593087499,0.5727394481425563,Baseline_2015_2019
18,Indiana,2019,54794.02137117562,46280.53368380291,3969443.0,47479.973245403016,-0.0597956080526596,1.8385246392456756,0.14428350712611948,0.5678915427884013,Baseline_2015_2019
18,Indiana,2020,53011.5208628792,49037.06998543339,3843285.0,49995.535583881676,-3.2530930632408417,5.956146315130328,-3.1782292880890295,5.29815449869111,Shock_2020_2022
18,Indiana,2021,56774.30867759978,51914.20334354356,3977987.0,50607.05347455437,7.098056711961709,5.86726196929146,3.5048662797580787,1.223144993909897,Shock_2020_2022
18,Indiana,2022,57513.99804516296,49163.03715979567,4101252.0,49419.33457484069,1.3028593122350385,-5.29944794788042,3.0986777985951175,-2.34694339655811,Shock_2020_2022
18,Indiana,2023,58181.63032290213,49373.617501690176,4193182.0,48707.52617311341,1.1608170192148881,0.4283306200348225,2.241510641140798,-1.4403439622387326,Post_Shock_2023_2024
18,Indiana,2024,59411.39368462097,49994.668604892104,4214670.0,49714.92350704041,2.113662602601152,1.2578602391867921,0.5124509262893984,2.068258055945127,Post_Shock_2023_2024
19,Iowa,2015,59301.918496577186,46995.54479214571,2059821.0,44533.1445423746,,,,,Baseline_2015_2019
19,Iowa,2016,59286.73005870256,46641.91161091135,2066676.0,44855.651710158454,-0.02561205144737677,-0.7524823529515889,0.33279590799395464,0.7241958121259051,Baseline_2015_2019
19,Iowa,2017,59165.24596300943,46767.0,2061826.0,45256.0,-0.20490942167470383,0.2681888129546284,-0.23467635952612032,0.8925258570056105,Baseline_2015_2019
19,Iowa,2018,59669.7818725288,47610.13336944012,2076505.0,45538.72699685791,0.8527572247985171,1.8028382608251903,0.7119417448417042,0.6247282058907455,Baseline_2015_2019
19,Iowa,2019,59195.91891346913,47626.66729250519,2071286.0,45760.87241890502,-0.7941422679774046,0.03472773944315222,-0.25133577814645536,0.48781649531493,Baseline_2015_2019
19,Iowa,2020,58682.841331824544,49890.40744017836,2011185.0,48456.49744408082,-0.8667448551556212,4.753093752645188,-2.901627298209908,5.89067664728824,Shock_2020_2022
19,Iowa,2021,63291.1091681653,52685.82883714064,2056111.0,48207.144407129934,7.852836931127993,5.603124007985216,2.233807431936885,-0.5145915410800006,Shock_2020_2022
19,Iowa,2022,63297.77100400076,51281.25991355009,2093312.0,47124.38386496045,0.010525705621233783,-2.665933049914171,1.8092894790213254,-2.246058246107896,Shock_2020_2022
19,Iowa,2023,62636.43798143489,50487.792006616306,2124703.0,46896.69093081109,-1.0447966999091785,-1.5472862957568,1.4995853460926911,-0.48317434728024633,Post_Shock_2023_2024
19,Iowa,2024,63903.98996549711,51141.77978826162,2132090.0,47289.424111141925,2.0236654971311108,1.2953384484700958,0.3476721217035905,0.8374432663282194,Post_Shock_2023_2024
20,Kansas,2015,54265.72593931029,48190.03126358025,1910992.0,46576.69888657775,,,,,Baseline_2015_2019
20,Kansas,2016,56245.159707862425,47712.237726399646,1916188.0,46382.500510401784,3.647668457924791,-0.9914779564413667,0.2719006672974089,-0.4169431943832569,Baseline_2015_2019
20,Kansas,2017,56798.13953996792,48271.0,1913433.0,46395.0,0.9831598576262701,1.1711089234684557,-0.1437750366874213,0.026948718720798404,Baseline_2015_2019
20,Kansas,2018,57919.78883792294,49083.15514900023,1925926.0,46649.594316367125,1.974799363218116,1.682490830934169,0.6529102403899145,0.5487537802933984,Baseline_2015_2019
20,Kansas,2019,57797.001522962375,50006.37072327376,1923958.0,47186.58515119868,-0.2119954465030327,1.8809214107588401,-0.10218461145443669,1.1511157657444926,Baseline_2015_2019
20,Kansas,2020,56707.23696973121,52307.407644961,1878986.0,49729.40037324534,-1.885503615266626,4.601487547298255,-2.3374730633413,5.3888519669282875,Shock_2020_2022
20,Kansas,2021,57979.983436351424,53549.7237332546,1920129.0,49160.594899804404,2.244416294342777,2.3750289762510812,2.1896384539320746,-1.1438011903858736,Shock_2020_2022
20,Kansas,2022,60508.52372709097,51812.281355179315,1955078.0,47930.96690642566,4.361057283700842,-3.244540320562528,1.8201381261363059,-2.5012471795446856,Shock_2020_2022
20,Kansas,2023,61112.82688798267,51123.31392639366,1998458.0,47827.44898294071,0.9987074938685669,-1.329737681424803,2.2188373047008936,-0.21597295061258626,Post_Shock_2023_2024
20,Kansas,2024,61242.5520664011,51553.583326160624,2015348.0,48376.36665614669,0.21227160487307106,0.8416304944285358,0.8451516118927582,1.1477042679022498,Post_Shock_2023_2024
21,Kentucky,2015,44891.32895477677,40091.30956851196,2473925.0,44623.11884801512,,,,,Baseline_2015_2019
21,Kentucky,2016,45091.57636523317,40156.63409817214,2498703.0,44919.99383351319,0.4460714688534484,0.16293937604743292,1.001566336893811,0.6652941191968686,Baseline_2015_2019
21,Kentucky,2017,45480.736641189826,40403.0,2520120.0,45024.0,0.863044291919457,0.6135123308033341,0.8571246762820506,0.23153646652822601,Baseline_2015_2019
21,Kentucky,2018,45893.969249228154,40664.772228571885,2546178.0,44980.36486438052,0.9085882036133919,0.6479029492163502,1.0339983810294662,-0.09691527989400539,Baseline_2015_2019
21,Kentucky,2019,47082.13108328889,41674.53236171902,2549331.0,45472.27824780859,2.5889280301915063,2.483132396442289,0.12383266213125133,1.0936180373619209,Baseline_2015_2019
21,Kentucky,2020,45827.30275087722,44595.16913886968,2470824.0,47706.393932251725,-2.665190176272747,7.00820527942736,-3.0795138018562485,4.913137785329247,Shock_2020_2022
21,Kentucky,2021,47807.97755630222,46975.0765029339,2556462.0,47538.64353987526,4.322040981098518,5.336693211439947,3.4659692475060844,-0.351630837188599,Shock_2020_2022
