state_fips,state,period,PC1,PC2,PC3,PC4,Cluster_ID,Cluster,Silhouette_Value,Distance_to_Assigned_Centroid
01,Alabama,Baseline_2015_2019,-2.7099862466088296,-1.2758150483519508,-0.08084212539643418,0.5049478709860963,6,Cluster_6,0.45995464862485425,1.050315959882105
02,Alaska,Baseline_2015_2019,1.1638712808747214,3.0991168390428383,-0.6307608807960855,0.6100132529860336,3,Cluster_3,0.637017230638876,0.734513020829646
04,Arizona,Baseline_2015_2019,-1.0476600770162143,-0.6401776065314096,-1.4029237576010227,-1.001402424299705,5,Cluster_5,0.31958558946235516,1.4362878754636572
05,Arkansas,Baseline_2015_2019,-3.063426122973984,-0.5767247698510765,0.8609841808383545,-0.31363413460429895,6,Cluster_6,0.25778506052665456,1.5439947718208793
06,California,Baseline_2015_2019,2.2412289802142387,0.5904080163467484,-0.7316357719434902,0.45344923667686027,0,Cluster_0,0.2627007700003102,1.5967577757515812
08,Colorado,Baseline_2015_2019,0.8092910533311071,-0.17033912945469273,-1.7760369992061598,-0.15716302381035344,5,Cluster_5,0.3930028716633804,0.8585386296855079
09,Connecticut,Baseline_2015_2019,3.195707371717527,-0.013451580887093898,1.5333470278013464,0.5199750304182902,4,Cluster_4,0.29607207959895615,1.3318758212082995
10,Delaware,Baseline_2015_2019,1.919621650438064,-0.1443125552079994,0.5939778764911513,-0.5042354450503517,0,Cluster_0,0.2567742097214948,1.3641767474059454
12,Florida,Baseline_2015_2019,-0.7631920640988227,-0.7333230344825112,-1.4767259114271598,-1.3714543315615568,5,Cluster_5,0.34382357195562757,1.5105828224710747
13,Georgia,Baseline_2015_2019,-0.4656960803806287,-1.4872195360477638,-1.3617331166657018,0.18697234216542816,5,Cluster_5,0.3737639407466314,1.1562221882129131
15,Hawaii,Baseline_2015_2019,-0.05534052328879192,0.035273227298349946,-2.0427077339451416,-0.33936482293223835,5,Cluster_5,0.5226071885325737,0.8551561073500183
16,Idaho,Baseline_2015_2019,-3.187846079701222,0.5444697900356045,-1.0296583701953377,-0.28033206814049116,1,Cluster_1,0.14448537787694168,1.9771268467663579
17,Illinois,Baseline_2015_2019,1.264281321182522,-1.371355438612457,-0.529321536738233,0.5002455348243995,0,Cluster_0,0.1418271169949114,1.3078826302149409
18,Indiana,Baseline_2015_2019,-1.9867595752977412,-1.2584243979648264,1.0018286443428828,1.755855166009573,6,Cluster_6,0.3804457527924021,1.2675564312349938
19,Iowa,Baseline_2015_2019,-1.884524437429489,0.25816354959373317,0.6474399541643414,1.6464619390608288,6,Cluster_6,0.29415282131177295,1.4526484900819496
20,Kansas,Baseline_2015_2019,-1.3702381983019563,-0.38437862428251784,0.03437219367491777,0.5071748036313032,6,Cluster_6,0.142710133062544,0.8872464069137189
21,Kentucky,Baseline_2015_2019,-2.727916179474756,-0.8635677814250541,0.2843328121547259,0.41183656173922656,6,Cluster_6,0.44937759739751043,0.8270682707895437
22,Louisiana,Baseline_2015_2019,-1.6456700071434287,0.904248160173821,-0.2292084591547578,-0.5903276593447354,1,Cluster_1,0.40874812943123096,0.43129417901787453
23,Maine,Baseline_2015_2019,-2.261951632264248,0.169773777882043,1.1598073079293236,-1.0815317712247456,1,Cluster_1,0.1576443591989777,1.4601737962997046
24,Maryland,Baseline_2015_2019,2.176387719560231,-1.0785629051483137,-0.9279869629611175,-0.9818774717048032,0,Cluster_0,0.4106591271015452,0.9142534318115438
25,Massachusetts,Baseline_2015_2019,3.569275630026944,-0.41521467362248776,1.2542055415894193,-0.7348507890548652,4,Cluster_4,0.22614827855667655,1.3877487758698213
26,Michigan,Baseline_2015_2019,-1.186672655199319,-1.6183935659943798,0.43486694892440114,0.3078696442402045,6,Cluster_6,0.11055818396742975,1.1881080889562536
27,Minnesota,Baseline_2015_2019,0.22306747017996142,-0.17553549898449117,1.1513459722890627,0.09239672556196295,2,Cluster_2,0.4941947393710417,0.6365143901213935
28,Mississippi,Baseline_2015_2019,-4.182428083910274,-0.3132131088035606,0.5795937371541906,-0.1501239640926913,6,Cluster_6,0.16333283235167073,2.4152527804296713
29,Missouri,Baseline_2015_2019,-1.3550237008253245,-0.9363021030828472,0.5435603602706166,-0.8644129784222291,2,Cluster_2,0.06705085476380634,1.5504271524778663
30,Montana,Baseline_2015_2019,-2.7863003865515155,1.6272508827466867,-0.6821913395445434,-1.0270018883378136,1,Cluster_1,0.4048100757010314,1.5058993204063464
31,Nebraska,Baseline_2015_2019,-0.7324858329117471,0.2596138244094832,-0.0685997902168477,0.6017699450815398,2,Cluster_2,0.16017028470740546,1.3634081442748944
32,Nevada,Baseline_2015_2019,-0.6937854607541779,-0.28144245363175807,-3.0724013935037844,0.1257224971009413,5,Cluster_5,0.4415818818291695,1.8347038857991798
33,New Hampshire,Baseline_2015_2019,0.1794609554618966,-0.7072084673503258,0.3849173766361303,0.5687506453969827,2,Cluster_2,0.3434169331477296,0.8269009148726694
34,New Jersey,Baseline_2015_2019,2.469492266946938,-0.9742524963986088,-0.35306345957027635,-0.5440736703689918,0,Cluster_0,0.5365901120967798,0.4571080457035507
35,New Mexico,Baseline_2015_2019,-2.083460834626621,1.5095400802623962,-0.7173622169480628,-2.1133623776018666,1,Cluster_1,0.40313918422356443,1.7585390694748353
36,New York,Baseline_2015_2019,4.021634172435238,0.2765725704421915,0.9063240761984366,-0.5231090957049053,4,Cluster_4,0.4246733597212595,0.6785169141382003
37,North Carolina,Baseline_2015_2019,-1.0266516393996363,-1.2592369007882602,-0.32837513352545694,0.10087601807000972,6,Cluster_6,0.026569369884821104,1.4490848281911723
38,North Dakota,Baseline_2015_2019,-0.19230886986468526,3.2182839416045343,-0.38587801038417574,0.8153642286610453,3,Cluster_3,0.5709735712535774,0.6850757997626079
39,Ohio,Baseline_2015_2019,-0.9353794132058921,-1.1767932561065624,1.0568105921932778,0.03014098048874361,2,Cluster_2,0.14071894277706035,1.1330227672092392
40,Oklahoma,Baseline_2015_2019,-2.092834636717446,0.8477808149929222,-1.1457013110389618,0.11942763628186182,1,Cluster_1,0.24927058552056225,1.5933360442071314
41,Oregon,Baseline_2015_2019,-1.1381827372385862,0.39332927306494786,-0.5163547025669893,0.2575669815353501,1,Cluster_1,0.05800672260292706,1.4645901103774446
42,Pennsylvania,Baseline_2015_2019,0.05251493768810042,-0.22784652884252687,1.2281039502888151,-0.7068226942042968,2,Cluster_2,0.47234623754351784,0.8784374615319736
44,Rhode Island,Baseline_2015_2019,-0.17905203045595697,-0.8942773520440694,1.045137002217764,-1.1676358420483124,2,Cluster_2,0.4242082332748958,1.2565593739972365
45,South Carolina,Baseline_2015_2019,-2.233891614841611,-1.6685369685888525,-0.6015044213752376,0.27021389082010117,6,Cluster_6,0.35822340279766335,1.464746747766448
46,South Dakota,Baseline_2015_2019,-1.9241755566799108,1.290820377718246,1.079906934583189,0.5228149450688511,1,Cluster_1,0.1559163668942081,1.5745946587247397
47,Tennessee,Baseline_2015_2019,-1.3324935372971636,-1.6374516158447676,-0.10962522664554825,0.24214875442473882,6,Cluster_6,0.19899622149925575,1.279860181035328
48,Texas,Baseline_2015_2019,0.0004805153363458129,0.3721992047711835,-1.2649442862722622,0.13314301823280472,5,Cluster_5,0.36804013663047064,0.9825420253841036
49,Utah,Baseline_2015_2019,-1.3186535408264932,-1.1107323221768328,-1.7280899768529743,0.4252652720931174,5,Cluster_5,0.21896425046874915,1.655120520660215
50,Vermont,Baseline_2015_2019,-2.0930367489608597,0.6776890683698166,1.2522670270288974,-0.48130801982758287,1,Cluster_1,0.21078890385020932,1.2206788584355621
51,Virginia,Baseline_2015_2019,1.3630309993895262,-1.844793201901958,-1.6897545101311966,-0.5714618299599545,0,Cluster_0,0.0007650818817312881,1.8154431518310596
53,Washington,Baseline_2015_2019,1.6319036662996784,1.3050093138566587,-0.4291153413136694,1.263606969132275,3,Cluster_3,0.06960153319152736,2.25713300584703
54,West Virginia,Baseline_2015_2019,-2.9066233415470113,1.7528204818522282,1.1141375437614423,-1.868762839476288,1,Cluster_1,0.3680957107539957,2.0382399309213843
55,Wisconsin,Baseline_2015_2019,-1.7069676337990387,-0.7387415578135084,0.9560955594441448,1.5515523079458502,6,Cluster_6,0.35758865072508345,1.0240468650611418
56,Wyoming,Baseline_2015_2019,-0.7730284348978884,3.984392959500024,-1.7888686936976785,1.1045768628212018,3,Cluster_3,0.4808867564211934,1.9193168786400798
01,Alabama,Shock_2020_2022,-2.084417469187599,-1.2887626087592496,-0.01908398924436928,0.5634357920375145,6,Cluster_6,0.43451977086478016,0.7096993022832755
02,Alaska,Shock_2020_2022,1.3004422961387705,2.951419747809106,-0.1606034672311181,0.21948650320323315,3,Cluster_3,0.579208793482299,1.1300365032494664
04,Arizona,Shock_2020_2022,0.10921325904442869,-0.49503378612955357,-0.9787888233952695,-0.7458168931302457,5,Cluster_5,0.3745006185868883,0.7709008015586576
05,Arkansas,Shock_2020_2022,-2.3297317390831664,-0.5549995915510354,0.8582791519192678,-0.08016526917755375,6,Cluster_6,0.32853470404771595,0.9601533512145007
06,California,Shock_2020_2022,4.0838386760522125,0.852935662853241,-0.14543164806618428,0.5603656048597118,4,Cluster_4,0.3399352416042953,1.3159661619678746
08,Colorado,Shock_2020_2022,2.266486574260147,-0.1643790081541673,-1.5080396330376533,0.02438349332484367,0,Cluster_0,0.2713422249770222,1.2391487850187508
09,Connecticut,Shock_2020_2022,3.566517313717039,0.04502599843492334,1.870540253129081,0.3567555012989203,4,Cluster_4,0.420565905719331,1.2017165807850083
10,Delaware,Shock_2020_2022,2.330597089767141,-0.159514445500566,0.636147026641512,-0.5668465798404269,0,Cluster_0,0.2807858849533934,1.375574443251486
12,Florida,Shock_2020_2022,0.2771553361038674,-0.8288887228499632,-1.3690025295305333,-1.2484303813919844,5,Cluster_5,0.3874150415572273,1.1543918246375062
13,Georgia,Shock_2020_2022,0.30405148842501284,-1.5187699191131705,-1.3414480984837964,0.19711919741767728,5,Cluster_5,0.3767935982061352,1.0619051368548298
15,Hawaii,Shock_2020_2022,0.415511902513684,0.2279212252578779,-1.3964224138135548,-0.6440736142062238,5,Cluster_5,0.43626051923729586,0.9709144211921578
16,Idaho,Shock_2020_2022,-2.1350988375965105,0.5645105075490391,-0.9072668235599212,-0.1746690433562607,1,Cluster_1,0.25604511115950973,1.3343818291630962
17,Illinois,Shock_2020_2022,1.9872262620894476,-1.309527824785999,-0.30802965067890614,0.4975220205684221,0,Cluster_0,0.41932455646497174,0.9021111250730652
18,Indiana,Shock_2020_2022,-1.2129293554485892,-1.1328760457290572,1.1531655439055346,1.7963126694333653,6,Cluster_6,0.23917077601112846,1.5363487413825967
19,Iowa,Shock_2020_2022,-1.2043090685510864,0.3229458557740107,0.7760548020440395,1.8765639191787853,6,Cluster_6,0.15228198971206605,1.8420229543109992
20,Kansas,Shock_2020_2022,-0.8580476310368083,-0.21297379507635614,0.3439943768414178,0.598207711900534,2,Cluster_2,0.11650369909809213,1.049596628476378
21,Kentucky,Shock_2020_2022,-2.0980035814092104,-0.8165951761363098,0.5752409850403879,0.35368467348502586,6,Cluster_6,0.4128209988503273,0.3664155678662483
22,Louisiana,Shock_2020_2022,-1.2875851456946452,0.7547473828032443,0.195051553836049,-0.8947283201591292,1,Cluster_1,0.30133032311325936,0.5576016015547208
23,Maine,Shock_2020_2022,-1.1518678793212547,0.2799113136997471,1.103129921882232,-0.7226644355054361,1,Cluster_1,-0.05209600431616295,1.3367498587770448
24,Maryland,Shock_2020_2022,2.7022898971981246,-1.2100752266692572,-0.9349128909331115,-0.9773584195427215,0,Cluster_0,0.48204767941709714,1.0674605438059201
25,Massachusetts,Shock_2020_2022,5.230077921369672,-0.3090158370120451,1.2969303105438614,-0.5569439486496142,4,Cluster_4,0.4801633299505408,1.424066741983132
26,Michigan,Shock_2020_2022,-0.5509107380292687,-1.436173208246988,0.5339030801126508,0.39361486664902573,2,Cluster_2,0.1706100119221803,1.18442491007697
27,Minnesota,Shock_2020_2022,1.006747438101225,-0.013498425470928492,1.4800385154596518,0.0997591640022985,2,Cluster_2,0.3060005570105592,1.4520668933261627
28,Mississippi,Shock_2020_2022,-3.649370212508438,-0.46410605435866964,0.6191857170989725,-0.07982755750772619,6,Cluster_6,0.24327270362973658,1.879369390395149
29,Missouri,Shock_2020_2022,-0.7517455140754543,-0.7493401828198583,0.7465775077844529,-0.6696812457263918,2,Cluster_2,0.3338274824597623,0.9219381850672498
30,Montana,Shock_2020_2022,-1.9489353527021904,1.5874222543449117,-0.6632573785549336,-0.8793504026757932,1,Cluster_1,0.4696022479082071,1.0342011283977561
31,Nebraska,Shock_2020_2022,0.1551072774386944,0.44105157208478357,0.08160177641052345,0.9119341324582139,2,Cluster_2,0.2160589041670523,1.478052064160396
32,Nevada,Shock_2020_2022,0.09917771819159378,-0.12803350788492876,-2.596201383785004,0.21769115503728773,5,Cluster_5,0.48549269218110014,1.2607863682138207
33,New Hampshire,Shock_2020_2022,1.4812628865464268,-0.7672953186666808,0.3752975938740668,0.6980947319747411,0,Cluster_0,0.14877972283930513,1.466490746800866
