state_fips,state,period,PC1,PC2,PC3,PC4,Cluster_ID,Cluster,Silhouette_Value,Distance_to_Assigned_Centroid
34,New Jersey,Shock_2020_2022,3.2478980148863714,-0.9900118697557299,-0.21315542355674144,-0.5211982522490531,0,Cluster_0,0.35982159056034235,1.115876444559419
35,New Mexico,Shock_2020_2022,-1.1571691868862253,1.3358622148897323,-0.4703109794609255,-2.1417379790236812,1,Cluster_1,0.33322976931818904,1.698857766247214
36,New York,Shock_2020_2022,5.404923309637823,0.650418168440405,1.6393686885547787,-0.6478531051841938,4,Cluster_4,0.5268557518569053,1.5314037536530691
37,North Carolina,Shock_2020_2022,-0.1277897081406567,-1.3283646533223998,-0.4443403289461358,0.13436669690232994,5,Cluster_5,0.06359312884928363,1.3370242321394146
38,North Dakota,Shock_2020_2022,0.13913570911790388,3.191705694756974,0.3495978887333759,0.5806483459800797,3,Cluster_3,0.5275884021977402,1.026905467008432
39,Ohio,Shock_2020_2022,-0.261102679232607,-1.0985632021743117,1.1234401253175363,0.1344611922583731,2,Cluster_2,0.3750253616941111,0.8060338451931652
40,Oklahoma,Shock_2020_2022,-1.7520190746120037,0.39074234376110323,-0.8953065583122846,-0.09432531644732225,1,Cluster_1,0.21150423940753774,1.3714654395359105
41,Oregon,Shock_2020_2022,0.05055926769013619,0.6542599406067316,-0.15798952553597845,0.28298042529761647,2,Cluster_2,0.1257287553724482,1.4510619313896356
42,Pennsylvania,Shock_2020_2022,0.6260706768353522,-0.21205772175253548,1.5069370851998063,-0.8488161444850276,2,Cluster_2,0.394565537039007,1.3820530352778784
44,Rhode Island,Shock_2020_2022,0.45059127635178303,-0.9486096881285316,0.95783782167975,-1.0826531848436167,2,Cluster_2,0.3571626049039085,1.3293291441931825
45,South Carolina,Shock_2020_2022,-1.6452190733048184,-1.6175420120889805,-0.44772939966489117,0.3100989746890337,6,Cluster_6,0.29125373066167787,1.3271999365087666
46,South Dakota,Shock_2020_2022,-1.0512723104235342,1.5104676576966005,1.318000260701226,0.5551938513492198,1,Cluster_1,0.07917277289962578,1.9152096320431158
47,Tennessee,Shock_2020_2022,-0.43134384751479526,-1.5432959532961859,-0.13351125716139178,0.4277671035336754,2,Cluster_2,0.09837574516923717,1.5115964376995643
48,Texas,Shock_2020_2022,0.8429071580087915,0.04418896398603864,-1.2189610600078082,0.09797147840622684,5,Cluster_5,0.31275937800068354,1.0067437323360862
49,Utah,Shock_2020_2022,-0.07318159644901913,-0.9735161504200133,-1.5558335277807702,0.7891411393694246,5,Cluster_5,0.42346250470103486,1.050262517945185
50,Vermont,Shock_2020_2022,-1.2827810376477475,0.6312918051379998,1.287958840649342,-0.5053617122021095,1,Cluster_1,0.07706394546553373,1.2961953626531926
51,Virginia,Shock_2020_2022,2.31912012597276,-1.953222080990338,-1.628629477113657,-0.5128484756745152,0,Cluster_0,0.31318540689009955,1.6154599305336859
53,Washington,Shock_2020_2022,3.721083421978609,1.348426091863951,-0.24708002074979268,1.3054111672822504,4,Cluster_4,0.2574992119333601,2.034707878142528
54,West Virginia,Shock_2020_2022,-2.3003238419708882,1.6683953506372249,1.6133024055672645,-2.114355248998217,1,Cluster_1,0.3343307045009896,2.1968596165417744
55,Wisconsin,Shock_2020_2022,-1.125009563325599,-0.6113187585927442,1.1992483246451988,1.623205929656332,6,Cluster_6,0.19206562091487409,1.4674604535197562
56,Wyoming,Shock_2020_2022,-0.5165139252172433,3.6829904434248313,-1.4278780760026297,0.8390215945117667,3,Cluster_3,0.5398951033852651,1.3748471617725655
01,Alabama,Post_Shock_2023_2024,-1.9339773822094573,-1.2185897650968391,0.11410359936014357,0.628934269977561,6,Cluster_6,0.4216793692406806,0.5512958000506614
02,Alaska,Post_Shock_2023_2024,1.5166544762238607,3.136054145170195,-0.24688684317291273,0.40786040768147774,3,Cluster_3,0.5978407413642415,1.1840360854525536
04,Arizona,Post_Shock_2023_2024,0.36363524597684144,-0.22222768794465858,-0.6900646318059791,-0.6682108907928591,5,Cluster_5,0.25391172484766544,1.0194915986861208
05,Arkansas,Post_Shock_2023_2024,-2.1818662053207505,-0.573502859242398,0.8102188737094443,-0.14819156057775607,6,Cluster_6,0.31047894816753463,0.9512949322965001
06,California,Post_Shock_2023_2024,4.049330028678873,1.1227298301926179,0.19819469658537775,0.44331617613203267,4,Cluster_4,0.40870172702397733,1.1307549352340713
08,Colorado,Post_Shock_2023_2024,2.658096722882149,-0.11443484941490777,-1.4615783243970704,0.08691698514607077,0,Cluster_0,0.3480913023151633,1.316494315438903
09,Connecticut,Post_Shock_2023_2024,3.5741919661659716,0.23310555219674572,1.9752592803914168,0.3181591033979056,4,Cluster_4,0.43635020622026766,1.2236754129923453
10,Delaware,Post_Shock_2023_2024,2.3316657633698092,0.06841891162110111,0.800311421278085,-0.4736046948660301,0,Cluster_0,0.1800640147351848,1.6117556463649751
12,Florida,Post_Shock_2023_2024,0.7056952539843575,-0.802955834002138,-1.2395446416060487,-1.132296517300548,5,Cluster_5,0.2701911904835534,1.204710025096756
13,Georgia,Post_Shock_2023_2024,0.31105843939053596,-1.3342618827163855,-1.0293546373634948,0.18563784982936676,5,Cluster_5,0.3592956847761496,0.9848153279380181
15,Hawaii,Post_Shock_2023_2024,0.6529653873074339,0.23172168325374476,-1.530308340036511,-0.3903613946391886,5,Cluster_5,0.406620760277124,0.9831531638987588
16,Idaho,Post_Shock_2023_2024,-1.9471298367840355,0.6327267401323814,-0.7758359047576188,-0.1801733352443102,1,Cluster_1,0.29262313782288085,1.1586272020491877
17,Illinois,Post_Shock_2023_2024,1.9110957280581555,-1.0462395181423374,-0.11722411358591503,0.5380059043305859,0,Cluster_0,0.4178516295494921,0.9206043920869053
18,Indiana,Post_Shock_2023_2024,-1.0900381226871636,-0.9277527329378282,1.2538607033765592,1.6599023211030057,6,Cluster_6,0.1921668644220347,1.5283284602004936
19,Iowa,Post_Shock_2023_2024,-1.211167027074828,0.3486322118819291,0.7667831483176383,1.8510280455657893,6,Cluster_6,0.1498184053686417,1.8374597126098398
20,Kansas,Post_Shock_2023_2024,-0.8857056939327681,-0.13818060060591905,0.46450609032586054,0.7114713660653453,2,Cluster_2,0.0870557889312723,1.1223730280586115
21,Kentucky,Post_Shock_2023_2024,-2.0136714686376678,-0.6746856500794822,0.7460516787482874,0.349806175309203,6,Cluster_6,0.37206630504815263,0.45122620252837387
22,Louisiana,Post_Shock_2023_2024,-1.1261405055613773,0.8047838028752842,0.37146914573006345,-0.8236606730298843,1,Cluster_1,0.24239659591389956,0.6950320879826719
23,Maine,Post_Shock_2023_2024,-0.8734349398881244,0.3802378967011683,0.9898193102798319,-0.7033706689605288,2,Cluster_2,0.058140413251370135,1.2930774796627162
24,Maryland,Post_Shock_2023_2024,2.6501316899986604,-1.0588973167194424,-0.8295640724117769,-0.9539080158254036,0,Cluster_0,0.4945966677374042,0.942336663864383
25,Massachusetts,Post_Shock_2023_2024,5.0913667162748935,-0.16291384178048263,1.1959773026206866,-0.4553069608392451,4,Cluster_4,0.501341252792144,1.1862707529377896
26,Michigan,Post_Shock_2023_2024,-0.5880609948349237,-1.2203259139841292,0.54551740804505,0.49173654829908636,2,Cluster_2,0.17170031516097725,1.0660457303533286
27,Minnesota,Post_Shock_2023_2024,0.9703619392964186,0.15870971275052617,1.5746481629041709,0.11815107838403947,2,Cluster_2,0.3186900955239726,1.5345247194376044
28,Mississippi,Post_Shock_2023_2024,-3.572934205439548,-0.35144841656242176,0.665241626791105,-0.19667479609985394,6,Cluster_6,0.20746534688181562,1.8924435232961163
29,Missouri,Post_Shock_2023_2024,-0.6645850771951989,-0.5057069142251762,0.9064107399698526,-0.5608278681752259,2,Cluster_2,0.38172068394832676,0.750911259342666
30,Montana,Post_Shock_2023_2024,-1.463752107501624,1.5965279915643429,-0.7670343923033813,-0.7231487889678803,1,Cluster_1,0.39681603364107215,1.125679836779722
31,Nebraska,Post_Shock_2023_2024,0.5735439784058698,0.6430859458957505,0.24954645007403878,1.0918672926224942,2,Cluster_2,0.2101134886187001,1.7886223177717115
32,Nevada,Post_Shock_2023_2024,0.39487842005198376,-0.0971235941586711,-2.5515819088047604,0.37811817008047116,5,Cluster_5,0.44297656055445506,1.3213410562731487
33,New Hampshire,Post_Shock_2023_2024,1.5989613592845684,-0.8507928103708227,0.2402433284354405,0.6172152064933341,0,Cluster_0,0.249281114780681,1.2748581064190292
34,New Jersey,Post_Shock_2023_2024,3.0489345919759763,-0.740265063796608,0.042532667329490736,-0.5755414062192334,0,Cluster_0,0.3392081269053145,1.0557625963451631
35,New Mexico,Post_Shock_2023_2024,-0.6378745347025856,1.4738472072316526,-0.6065119868626433,-1.8101097195391074,1,Cluster_1,0.24012346789635353,1.7944234227000002
36,New York,Post_Shock_2023_2024,5.230624681621531,0.809541598804537,1.8580212670005012,-0.8077391766660078,4,Cluster_4,0.5147409523413004,1.6296024039240253
37,North Carolina,Post_Shock_2023_2024,0.15782840547713672,-1.2377083076979454,-0.4648952725701116,0.08243120784420185,5,Cluster_5,0.11130207176330072,1.239232505060491
38,North Dakota,Post_Shock_2023_2024,0.36183882579897575,3.346996474680211,0.1760701540795063,0.9316163074577097,3,Cluster_3,0.6016508283785965,0.8241629024734296
39,Ohio,Post_Shock_2023_2024,-0.259093437409148,-0.9235310648020708,1.2055676347734123,0.14151027624244583,2,Cluster_2,0.3933959627124618,0.7208147835378775
40,Oklahoma,Post_Shock_2023_2024,-1.5562555312708017,0.45372899960753765,-0.6749616795869575,-0.12814132913379567,1,Cluster_1,0.24307902373609241,1.1765771138251078
41,Oregon,Post_Shock_2023_2024,0.15426557970248897,0.8068880750566436,0.06188768008138614,0.11838184887865466,2,Cluster_2,0.19677802113298642,1.4459231574194074
42,Pennsylvania,Post_Shock_2023_2024,0.5194609556425518,-0.11482852490241,1.6074745622941107,-0.9243643850793941,2,Cluster_2,0.4105643107188205,1.4492702655233474
44,Rhode Island,Post_Shock_2023_2024,0.21158435049813074,-0.767679583522048,1.0306537461396912,-1.0887900791278136,2,Cluster_2,0.42794686819854705,1.1961801897288835
45,South Carolina,Post_Shock_2023_2024,-1.454491749437533,-1.4637344602067213,-0.30801366470761626,0.30417483331504624,6,Cluster_6,0.25019513438784907,1.2101854256122013
46,South Dakota,Post_Shock_2023_2024,-1.014804890962227,1.597417180933884,1.1412746280875539,0.6062593480691385,1,Cluster_1,0.09424593229373247,1.8883472286043124
47,Tennessee,Post_Shock_2023_2024,-0.18339108419434066,-1.3295774463338297,-0.08913245571985018,0.5413301622647121,2,Cluster_2,0.12109675673795406,1.350609876444327
48,Texas,Post_Shock_2023_2024,1.342909106053221,0.1775546228602808,-1.2049071736187138,0.3304049862587476,5,Cluster_5,0.05758865626918181,1.5343697751662624
49,Utah,Post_Shock_2023_2024,0.2030542236309053,-0.721152212895392,-1.3760597716037721,0.8640795671499603,5,Cluster_5,0.396072506199519,1.0362766447154719
50,Vermont,Post_Shock_2023_2024,-0.9956624484550494,0.6260013375887984,1.0004511699841516,-0.4611839611662376,1,Cluster_1,-0.004713461122751776,1.217756495597334
51,Virginia,Post_Shock_2023_2024,2.5373003674576817,-1.7305478322693857,-1.4335763515713633,-0.46107858127673795,0,Cluster_0,0.3949938255135332,1.3498109490107413
53,Washington,Post_Shock_2023_2024,4.462848210028917,1.201439131156143,-0.3524010142517758,1.3999109909613692,4,Cluster_4,0.3236692398654146,2.0435015526930207
54,West Virginia,Post_Shock_2023_2024,-2.100497538419079,1.8525245122440854,1.6951228198282784,-2.1431390482018604,1,Cluster_1,0.31954784328789815,2.2897650254086734
55,Wisconsin,Post_Shock_2023_2024,-1.0918468635691647,-0.49232902910637877,1.1144434551437592,1.5813774602445203,6,Cluster_6,0.17342494965428396,1.4433174048125865
56,Wyoming,Post_Shock_2023_2024,-0.10682077240993708,3.6793090550003518,-1.5258319442697639,1.038836536853399,3,Cluster_3,0.5856930710196483,1.2221627761325151
