state_fips,state,period,real_gdp_per_capita,real_personal_income_per_capita_2017,real_output_per_job,real_average_wages_salaries_2017,manufacturing_share,professional_business_share,healthcare_share,log1p_natural_resources_agriculture_share
23,Maine,Baseline_2015_2019,47125.519458002345,46000.45426057324,76152.62384565067,45122.87307064876,9.34954171579395,11.163297294028286,18.023737963113355,0.7572803875421721
24,Maryland,Baseline_2015_2019,64660.57668833075,58127.17098136873,107019.59643645798,61267.16269274085,4.045904202014424,17.124403161277286,14.443594782709194,0.22206479356461684
25,Massachusetts,Baseline_2015_2019,77165.28722940353,66295.22588120343,112424.64251097346,68677.6291920478,6.950861600787339,16.172430433278258,18.15813174236534,0.23449048604448205
26,Michigan,Baseline_2015_2019,50467.95844632422,45455.13371810501,90043.23647316903,51943.43008678047,14.270960358276858,15.183699368712391,15.12235882815138,0.6139139259143149
27,Minnesota,Baseline_2015_2019,63722.208283241154,54080.31306112637,95677.99488166622,55359.07644439813,11.241122991358234,13.168469129368711,17.035291498418893,0.6791200343068966
28,Mississippi,Baseline_2015_2019,36987.57614042955,36706.37889248547,69295.36548643502,40017.702738843465,12.828077774749138,9.909267470252932,15.768341415199302,0.9069302877744282
29,Missouri,Baseline_2015_2019,51157.04053590627,45134.56932324193,83827.30003970944,48647.6607549745,9.672989466759743,13.839790372635974,16.536231144498057,0.4667658306374636
30,Montana,Baseline_2015_2019,46041.389003508106,45570.14201921967,72091.5698897208,42264.75105373042,4.3513639599640594,9.114212602360976,15.461874079533288,1.3106721753346509
31,Nebraska,Baseline_2015_2019,63883.15595733984,50436.53955789324,93653.21153415515,46709.29660501791,10.120317843692776,12.290422902002586,14.691126925442074,0.9502625797821096
32,Nevada,Baseline_2015_2019,55040.91815665372,47173.99687597675,91496.67009788546,49643.15277244624,3.7249544093909415,13.765237045191146,9.899541069702572,0.8599565201059327
33,New Hampshire,Baseline_2015_2019,60067.02778186563,58192.13021287791,92731.27181303906,54396.21566545221,10.61588325267647,12.473644367423832,14.728267631191311,0.3337418349678243
34,New Jersey,Baseline_2015_2019,65066.813619707886,62112.1687303881,109444.20859867652,63823.52357258374,6.078106937122802,16.66378624892019,14.974907917175235,0.27564499270172294
35,New Mexico,Baseline_2015_2019,45303.71135023407,39794.57131748858,86450.73685961275,45245.80075969092,3.346661877408049,13.144674880324173,17.097230439031577,1.6557357988888741
36,New York,Baseline_2015_2019,80805.47743186663,61362.37187413543,131118.250483655,70098.50198768101,4.791632066211069,14.289156627086708,17.469406498483366,0.288055940688645
37,North Carolina,Baseline_2015_2019,53732.89483519849,44421.61755954662,92191.44267425612,50017.78870661524,10.829846048440547,14.418891981269612,14.092062513508896,0.5383836288390732
38,North Dakota,Baseline_2015_2019,74922.84227322866,53436.64149813112,99033.22917525042,50296.27534401134,6.02920263034065,8.397226582057568,15.255260591338264,1.9082562272410422
39,Ohio,Baseline_2015_2019,55460.580771744986,46194.79136596154,93171.74094702686,50073.94881671004,12.904993931941789,13.715068685965658,16.411641012799922,0.42477925645300413
40,Oklahoma,Baseline_2015_2019,49591.83969756089,44747.7125339276,84647.99373589452,46439.58940450707,8.524896857859071,12.067348873459796,13.726977865690134,1.5573099477872676
41,Oregon,Baseline_2015_2019,54179.87303336964,47745.67899679924,89481.99647196557,52132.80193763075,10.174914486119976,13.211700690953103,14.556376237951747,1.3829854054356092
42,Pennsylvania,Baseline_2015_2019,58218.9790777814,52301.21113913019,98396.81645572612,53115.63364427999,9.772314552697528,13.921236617848354,17.952467550227055,0.6440676170122687
44,Rhode Island,Baseline_2015_2019,54254.45736849499,50678.86885137285,92127.39385398164,53265.035705652415,8.469073325297092,13.953425723360388,17.595360776543295,0.22636405025537695
45,South Carolina,Baseline_2015_2019,45488.66883711148,42395.42445979368,81696.09479702986,45291.94419869042,11.980940731989389,13.856131137929532,13.120438717404316,0.47436135278055475
46,South Dakota,Baseline_2015_2019,59485.8849458477,50238.9863073956,85735.3522553168,41943.596667858525,10.26541262498354,7.7152148180753075,16.53100566190422,0.9415335903397335
47,Tennessee,Baseline_2015_2019,52422.93173101878,44771.887405155736,87748.8745515263,48425.86978403463,11.806680818582436,14.022795273697652,14.00153482988561,0.32133250142563785
48,Texas,Baseline_2015_2019,60278.43682921854,48986.43930519161,99017.41534132908,55779.47175769007,7.2491321132451105,14.057913160159329,13.492559942754047,1.250333872023096
49,Utah,Baseline_2015_2019,55346.94286408712,43401.230794948126,86652.57642213117,47821.21999949355,9.005798499639956,14.52358179305062,11.59291533166926,0.7139616401625828
50,Vermont,Baseline_2015_2019,51067.72061286417,50427.53144243078,75052.12132120028,45527.72705556314,9.72893042229891,9.501684261441172,17.645819287133147,0.8209445985629177
51,Virginia,Baseline_2015_2019,60907.145799242055,54456.9448655784,99237.62263797564,58127.03085952837,6.42184992747759,19.283304382224653,12.77491557865402,0.40618328678902277
53,Washington,Baseline_2015_2019,71283.05753317257,57133.341943692765,119881.54344876535,62263.9011347452,9.134586019706614,12.454356692577294,14.122146411141523,1.4484081402774875
54,West Virginia,Baseline_2015_2019,41423.003670433965,39184.626324182704,84597.98036204604,43248.415504802775,6.816782868593185,9.937036302217932,19.53533040080797,1.4848888259789084
55,Wisconsin,Baseline_2015_2019,55470.30816051878,48584.76597133311,87979.07150556149,48066.66512014354,16.53618469273787,11.374921456938852,14.77229335830279,0.742948489992684
56,Wyoming,Baseline_2015_2019,66418.27355815361,57212.58345692672,95297.01111495231,47967.99741414374,3.504456106591244,6.816113191118366,12.7640141650264,2.254952895288314
01,Alabama,Shock_2020_2022,45960.80474485637,44180.16542322341,83977.14806557186,48239.28014120681,13.502923204509957,12.990238726454132,13.93509404436991,0.6341874919445241
02,Alaska,Shock_2020_2022,69587.7751226735,58712.18131206546,115407.60805147556,59847.52499115494,3.957472100584744,8.94752757046158,15.903060642437952,1.5808131524032794
04,Arizona,Shock_2020_2022,53886.2289660746,50187.64588969321,95968.9285227774,56225.104277095736,6.247920218175096,15.330148074883232,14.343694069305217,0.7817764253610225
05,Arkansas,Shock_2020_2022,44521.94038704344,45962.26987501475,79841.86646381779,46674.011957297706,13.087534447634754,12.299444916415236,16.357513066247975,0.8319784028565324
06,California,Shock_2020_2022,78354.31851589466,66941.54057863068,128135.8600091728,74889.41497670127,7.567867743106397,16.055966296301012,15.489549261046278,1.258624452606508
08,Colorado,Shock_2020_2022,69277.96490829665,63516.37361588335,101449.0487097515,63760.62241639672,5.5363718514673215,16.87892397856085,13.1851952762241,0.914576451214759
09,Connecticut,Shock_2020_2022,75122.86742664907,72860.61759925832,118332.62770256336,68668.30890861007,9.71877845018097,13.534569685699957,17.938338819873934,0.2896118155349534
10,Delaware,Shock_2020_2022,75881.58170918738,53472.729037971294,123434.53500143642,57789.38108993706,5.781870173567178,14.384719055816667,16.865789550800475,0.2503240319480793
12,Florida,Shock_2020_2022,52986.68524989212,54984.54109147805,86359.83620602834,55239.56168300348,4.3983353582335045,16.538378314677434,14.086098704201104,0.594586332425788
13,Georgia,Shock_2020_2022,59052.222752997615,49247.97179669407,96292.90418666392,56669.01498459539,8.800987531068666,16.319706517784944,12.421162601514176,0.4997450871033912
15,Hawaii,Shock_2020_2022,58064.40606061022,54150.74368197373,97785.69190593006,54310.79514272287,2.470796716657039,12.288686788127292,13.357244833264948,0.5251385181185781
16,Idaho,Shock_2020_2022,46394.31837092159,48399.25138265585,77886.10822591884,46334.46038104033,8.92934393453279,12.93247781322841,14.335153841496,1.4868541429422748
17,Illinois,Shock_2020_2022,66685.23364621184,58620.036354317446,109207.1025719248,63512.52790662152,9.81820572972584,16.295250507900857,13.912883550371768,0.3651549411197983
18,Indiana,Shock_2020_2022,55766.609195213976,50038.103496257536,95618.53577640843,50007.3078777589,17.362852730500794,11.568554237612412,14.600434654840967,0.526547883682798
19,Iowa,Shock_2020_2022,61757.2405013302,51285.83206362303,96133.93114849077,47929.3419053904,14.57054833246317,9.348708018800965,14.462708199206446,0.9145915110289203
20,Kansas,Shock_2020_2022,58398.581377724535,52556.47091113164,89450.44462271611,48940.3207264918,11.99401164630744,12.817969042344506,15.153139472366709,0.8667358514368131
21,Kentucky,Shock_2020_2022,47478.8238284493,45210.541375000175,83872.99225120666,47253.78105209812,13.110225391989042,11.84211522157311,15.217410912849587,0.6352933339208272
22,Louisiana,Shock_2020_2022,51028.0291918967,47898.71919461203,87959.76984375826,49391.454836543824,7.231268998251572,11.960947789947983,16.732928359395515,1.1123568735084552
23,Maine,Shock_2020_2022,51228.9011955135,52252.23528247315,83741.43321667968,50229.206714198175,9.746308019338814,12.133782210835925,17.798522703145668,0.8744638384320008
24,Maryland,Shock_2020_2022,65218.71774411095,61154.65356422283,107556.3091146356,65204.15574685495,4.290017099502232,18.041100199271227,14.489173623677337,0.24744438566272697
25,Massachusetts,Shock_2020_2022,84025.81897473118,73710.03998681107,123300.30463252524,76159.8044768367,6.760300334706227,17.735627276027557,18.355195868446856,0.3120860204633626
26,Michigan,Shock_2020_2022,52097.80219679148,50095.64831561869,93553.51329549494,54854.9307385736,14.062058324142528,15.277263709148777,15.294834806548634,0.6410644598640495
27,Minnesota,Shock_2020_2022,65396.50481073824,59192.61297342169,100872.8118063745,59025.42876524763,11.348369858414827,13.52748202646844,17.69495915049591,0.706965267817685
28,Mississippi,Shock_2020_2022,38768.09561213001,40709.126824208906,70535.06646525502,41774.85800285806,12.917899965337249,10.5434058155391,15.743959569008648,0.8302998879315178
29,Missouri,Shock_2020_2022,53219.06707633153,49977.10440855064,86668.47169037201,51689.31377606898,9.948646471039442,13.772913066184792,16.767110937628686,0.5002079439276274
30,Montana,Shock_2020_2022,48007.98183727568,52116.86772804519,74521.5688411375,46049.81830794085,4.454139201728133,9.89446335100176,15.4095539640355,1.301543299553415
31,Nebraska,Shock_2020_2022,68082.53333323677,55685.49721145501,100459.43814567324,50111.05624529111,10.366336352566456,12.448258691059207,14.75650128052713,0.9759731275584205
32,Nevada,Shock_2020_2022,57477.97499363712,53169.35209517559,94773.73790842212,53713.19823663927,4.40773033667628,14.13252363470028,10.737075934504931,0.9004335455317805
33,New Hampshire,Shock_2020_2022,63804.347654593694,64666.1768319714,99411.71419659632,61508.0787632899,10.551050720120635,13.761762628891008,14.725123658680674,0.3480559167718192
34,New Jersey,Shock_2020_2022,67471.34719104435,66877.8247908094,111967.15181040492,67853.31175088276,6.130896579916108,17.40888575507537,15.272715245900011,0.2699620884117653
35,New Mexico,Shock_2020_2022,47841.1227324217,44870.00282507372,92279.11396661708,48501.68191951056,3.478040919033848,14.239396430047307,17.55700776823487,1.5613403158966965
36,New York,Shock_2020_2022,87161.27916124725,66866.71787578893,140945.58142056662,76999.93126338499,4.59778900414916,14.636258633809549,19.073091672090456,0.3073450525931283
37,North Carolina,Shock_2020_2022,56231.19037807381,50119.34942253102,94162.65557561137,54581.26120856579,10.276719961098088,15.245565158905514,13.910742009970214,0.491207637066681
38,North Dakota,Shock_2020_2022,73140.4021028385,58878.17821538349,100060.88316257084,50524.98038687997,6.534589557970468,8.468667691564706,16.619289563670563,1.7785377714705388
39,Ohio,Shock_2020_2022,57803.70853545538,50311.58500843672,96683.6322215341,53252.71744466488,12.700588090450507,13.89613608876532,16.465950389143803,0.40313751248674634
40,Oklahoma,Shock_2020_2022,48445.705565500575,48411.973213442216,83466.91578552751,47263.03000831688,8.391761148408412,12.554373961509867,14.057263223657705,1.2542179799174877
41,Oregon,Shock_2020_2022,58206.576355269644,54560.676057280514,96682.25947946556,57711.487952101015,9.946027174077331,13.65580591586592,15.315543914425774,1.4103160625399516
42,Pennsylvania,Shock_2020_2022,58495.677638990055,56499.5556451136,99345.04121007337,56783.71656171147,9.68814824141318,14.32036935750014,18.58741865106201,0.6140783961234906
44,Rhode Island,Shock_2020_2022,54768.8608180158,55759.28748223077,93857.2766745529,56418.51299585571,8.396671960262049,14.66136405209314,17.408102181961425,0.23124727577409693
45,South Carolina,Shock_2020_2022,47099.87384558291,46722.95759516952,83408.50127899331,48287.51838606479,11.982576018720572,14.150235778511552,13.387149016951646,0.4617776231323997
46,South Dakota,Shock_2020_2022,61121.84734863726,58559.75709036109,87947.22254867615,45410.36890360504,10.229837555191716,8.283081712731613,17.06851893862972,1.0045010753692598
47,Tennessee,Shock_2020_2022,56534.17103442142,50309.75486692903,91785.97475886864,52114.82129754619,11.53070484875883,14.506128175939518,13.889610027437078,0.32069758914238894
48,Texas,Shock_2020_2022,63663.10017256531,53320.37199559241,101611.45204597892,58732.98260521376,7.074266834767244,15.27036123507797,13.55585964801202,1.0880241814155753
49,Utah,Shock_2020_2022,62309.43016130009,50879.40013934296,92830.80807590358,52675.62716762597,9.095570736777631,14.86559215131814,11.638236563754342,0.6742075537881266
50,Vermont,Shock_2020_2022,52069.46490216351,54607.4026723863,79966.86317524745,49923.33457250098,9.810083769133694,10.703039517343264,17.871874717714405,0.8820503590957014
51,Virginia,Shock_2020_2022,64677.40546597718,59093.78952585836,103973.13950112136,62317.35806996663,6.443756223582878,20.430569780543443,12.919088749453069,0.38070438169804277
53,Washington,Shock_2020_2022,79805.937951462,64911.767227096185,134823.07344232188,71714.46641100988,8.254322478822893,13.92939321535953,14.58852783502431,1.3717608159416363
54,West Virginia,Shock_2020_2022,42702.65369423352,42922.55582838458,88213.05569426942,44836.83739950467,6.862520110156607,10.611016815604458,20.610858246594727,1.374620985360477
55,Wisconsin,Shock_2020_2022,56593.161907190246,53086.38340838565,90718.81496892544,51218.53627615129,16.67003169756209,11.405711497226216,15.15626999123686,0.7453381593457186
56,Wyoming,Shock_2020_2022,64018.76736363594,63817.6638302063,88953.49110026947,48808.845836561006,3.6979194207150408,7.465108982377868,13.456898849141274,2.0735519007162826
01,Alabama,Post_Shock_2023_2024,49015.20590954616,44334.00650889544,85400.17948090174,47790.64398567763,13.539406540369376,12.870579094869091,14.130823083162102,0.6073945636426205
02,Alaska,Post_Shock_2023_2024,74855.9672578187,59124.5688699742,116990.77158872865,58711.48730795107,3.796876097604299,9.01362659573454,15.74119974800944,1.636509749410691
04,Arizona,Post_Shock_2023_2024,58268.33415035723,51220.433082495336,98685.62684143144,55611.14576091767,6.092327639735346,14.764182686126674,14.83147881100192,0.7606843490119427
05,Arkansas,Post_Shock_2023_2024,46925.5720645662,45860.85375855904,80497.69763485903,46050.76623720397,12.62031673916028,12.5639600412278,16.37734848978441,0.7900342749287441
06,California,Post_Shock_2023_2024,82890.33075456198,66421.82386427777,128050.08438572793,71798.45868962258,7.123393312455049,15.485083856922415,16.26512080704643,1.2121340094287534
08,Colorado,Post_Shock_2023_2024,74705.00686682828,64468.80916680817,104376.86409581629,62982.48498508197,5.203773407835138,17.142627204461917,13.286305062136284,0.8623431792647894
09,Connecticut,Post_Shock_2023_2024,77829.57227203695,73461.07662985564,117382.49393034344,66861.38505301473,9.371946400485932,13.311058886984709,18.238819486693597,0.2942915390906626
10,Delaware,Post_Shock_2023_2024,80282.21500483397,52644.45181577472,124586.04978025117,55727.82676008891,5.651219635142305,13.812265051897151,17.125898185888513,0.24062640990774373
12,Florida,Post_Shock_2023_2024,57614.2696587586,56803.533784044506,88969.53280135005,55430.2551759504,4.348507656761251,16.647137419259554,14.223190121885231,0.5252635137436179
13,Georgia,Post_Shock_2023_2024,61830.74013826781,48703.370866551806,96452.60430845676,56052.80095295976,8.802411114050514,15.701397918876667,12.98203432068386,0.4687373840801188
15,Hawaii,Post_Shock_2023_2024,63249.61564610436,55142.98076430724,98297.8338534262,53286.89448761502,2.0320243944107297,11.887513609356429,12.824820690971553,0.39704992697077973
16,Idaho,Post_Shock_2023_2024,49059.26795465434,48178.926726825775,79600.59243349048,46715.6931275876,8.744167170749584,12.774852020197548,14.582778889299613,1.4470569311192183
17,Illinois,Post_Shock_2023_2024,70415.06317260358,58017.43420391285,108871.18879644248,61325.45435247547,9.626669989134069,15.630891673833784,14.272046180643056,0.3654234029411109
18,Indiana,Post_Shock_2023_2024,58796.51200376155,49684.14305329114,96617.83689011598,49211.22484007691,16.66701700892738,11.40545976236128,15.007909220622928,0.5257769475187091
19,Iowa,Post_Shock_2023_2024,63270.213973466,50814.78589743897,95797.73177701648,47093.05752097651,14.386058332766744,9.39048481067803,14.506601440425896,0.9078537261391515
20,Kansas,Post_Shock_2023_2024,61177.68947719189,51338.44862627714,90155.80278988264,48101.9078195437,12.2162855522594,12.466435172867625,15.263999648803136,0.8527587861474198
21,Kentucky,Post_Shock_2023_2024,50131.400239774885,45176.13752626907,84277.75035540685,46871.32394947548,12.996783562867956,11.560557706492958,15.561291262129778,0.6251677013485746
22,Louisiana,Post_Shock_2023_2024,54917.69324711024,47768.43303860215,89526.31892604387,48643.72737671009,7.337672390677083,11.874812691300534,16.99551237641085,1.0688184072853821
23,Maine,Post_Shock_2023_2024,54535.51878887521,53146.90944523885,85332.26682241773,50024.11166486179,9.161040565117112,12.333041828531886,17.688929497516625,0.8789835163185472
24,Maryland,Post_Shock_2023_2024,68563.5064198307,61473.78358764994,106159.00678252052,62639.71009846917,4.146545200047196,17.825238827467025,14.720006523462928,0.24182584500664178
25,Massachusetts,Post_Shock_2023_2024,87498.70184604579,72704.5655301433,123034.89359624503,72872.78233174881,6.4324599317707145,17.4551942529913,18.161196396485916,0.31955476364939406
26,Michigan,Post_Shock_2023_2024,55387.29623777744,49654.37920022769,93688.78117071195,53024.56047567102,13.81333699131954,14.823680880708956,15.303096555968208,0.6629683282639546
27,Minnesota,Post_Shock_2023_2024,68317.38834361616,58748.60981317246,101067.57251038922,57054.536243069466,11.070812283000128,13.119826049929172,17.889000542523533,0.6934985473380431
28,Mississippi,Post_Shock_2023_2024,41215.59265189869,40276.29065497818,71133.09691009627,40739.63493840171,12.31075595869158,10.476825827034478,15.99582972403353,0.8060531721709927
29,Missouri,Post_Shock_2023_2024,56242.397135047926,50494.02989672641,87591.59586952432,51066.10662736352,9.901655056702236,13.210623448224634,17.001227364551227,0.5164260954510355
30,Montana,Post_Shock_2023_2024,52555.868314138745,53680.64161949433,78153.69531388144,46584.08630390933,4.238784082234549,10.34620424213509,15.172242634352736,1.2866521045087846
31,Nebraska,Post_Shock_2023_2024,73927.958579625,57164.51434133334,105360.64244441256,49048.73472713828,10.32455075294524,12.373872670914745,14.98815803922141,0.9677761088887372
32,Nevada,Post_Shock_2023_2024,63188.16004284417,54245.64230040578,95573.74801422344,52783.73611259761,4.303555055960265,14.16001482587582,10.699001370332368,0.8314808085254882
33,New Hampshire,Post_Shock_2023_2024,67105.53789485645,64414.064307616994,99649.79447332551,59439.129009025215,10.129758422615144,14.526223677695782,14.669077055634911,0.32707469893269425
34,New Jersey,Post_Shock_2023_2024,70797.14069196672,65909.76541999743,110369.6309907177,64707.85944004377,5.971235523667488,16.84264880246053,15.843092467502975,0.27188657781731235
35,New Mexico,Post_Shock_2023_2024,54896.12410970144,45121.43327607097,99095.79195867263,48269.33827230012,3.3229792056497574,14.398818201725213,17.155173599016862,1.5799826182630925
36,New York,Post_Shock_2023_2024,91316.50671418336,66075.14631622887,137136.94397730724,73622.12684304293,4.328483150625828,14.579474294452329,19.721942144484352,0.3029860407759632
37,North Carolina,Post_Shock_2023_2024,59619.49272821237,50683.13736715795,96057.07201023666,54363.35713247812,9.605771542954042,15.37267036692427,14.001126207542551,0.46074420224940826
38,North Dakota,Post_Shock_2023_2024,79393.50603813169,56995.127618615385,104335.93225274532,50267.87070792106,6.697051922375524,8.466459850348183,16.159323418045723,1.8627256530565954
39,Ohio,Post_Shock_2023_2024,60415.26478872413,50101.09764898295,96604.7400451407,52028.65119636255,12.450522561978651,13.584621447197163,16.669530789117076,0.41213577322540335
40,Oklahoma,Post_Shock_2023_2024,51146.82916899002,49360.69162329,84742.70045388566,46609.91731255315,8.412577236930833,12.667954060252091,14.51789343526264,1.2278176090916681
41,Oregon,Post_Shock_2023_2024,61223.66774969868,54874.34607795453,96711.22708118582,56316.01350527116,9.43471775620026,13.543319062528456,15.917731781983823,1.3717188702853216
42,Pennsylvania,Post_Shock_2023_2024,61144.50064320445,55076.02636448125,98178.24761154388,55066.298787289066,9.435747447432709,14.128598267617305,18.883820367723647,0.5988914197276055
44,Rhode Island,Post_Shock_2023_2024,56780.208416233385,54953.84421106635,91575.52731796028,53712.59111985864,8.162557210726241,14.137096560055769,17.582018231677317,0.233994792927765
45,South Carolina,Post_Shock_2023_2024,49995.46917887595,46918.58942970366,85412.98788517607,48160.943850395575,11.636300219041228,13.843067024536596,13.671482566495618,0.4323741309154652
46,South Dakota,Post_Shock_2023_2024,62320.33325534706,59343.66902585044,87055.96152311636,44790.54527388376,9.919651086874882,8.389552101447443,16.803151429610182,1.0517473596050266
47,Tennessee,Post_Shock_2023_2024,60289.92486419928,51415.2875460903,93459.9656444054,52025.03442762319,11.172035031537732,14.128679016507082,13.929202292357346,0.31791178496398637
48,Texas,Post_Shock_2023_2024,70264.73609399464,54415.703981261184,106999.32697304618,58209.14710989852,6.99872648438142,15.496473280752967,13.499426079521491,1.091724507084152
49,Utah,Post_Shock_2023_2024,66250.36208116793,52228.0788890924,95009.90826322675,52467.043559032216,8.934986372096322,14.593398252551737,11.986970797084428,0.6958267575390805
50,Vermont,Post_Shock_2023_2024,55553.089032386895,55297.415872537815,81204.57904008552,49546.72448517277,9.079146361073883,11.1444658219682,17.42207484965467,0.8648359818169825
51,Virginia,Post_Shock_2023_2024,69106.09588782459,59922.09910590213,105558.52684326704,61452.6575084782,6.235326084890495,20.129218091850344,13.296435574695437,0.3732122746865279
53,Washington,Post_Shock_2023_2024,87087.64039278617,66103.1821739314,140508.01499705337,72185.33335400617,7.965123478985137,15.135657401179063,14.448095920533635,1.3099807788390878
54,West Virginia,Post_Shock_2023_2024,46102.07767226488,42966.47324626801,89671.56260958407,44730.26249693644,6.665374712454634,10.796281922851543,20.948546559591293,1.441142039206593
55,Wisconsin,Post_Shock_2023_2024,59009.581340659366,52583.244406547645,90984.9431976078,49969.52100572369,16.032070415950617,11.30925038746364,15.121195465055164,0.7413032015572258
56,Wyoming,Post_Shock_2023_2024,67974.27922660334,67261.83179553691,88779.69488808211,49036.96691925649,3.716289745922705,7.924858904259452,13.176090331394445,2.066279693007116
